Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i087_2_an_NA_assortment	i087_2_an_NA_assortment	(#\d{1,3}) 2 10872	eeg_3	eeg_3_a	87	30870	10872	10	an	NA	assortment	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line. The girl started to cry when she didn't get an assortment from the clerk.	i087_2_an	norm_4	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line. The girl started to cry when she didn't get an	0.000	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.179	0.130	[balloon]	0.384	[orange]	[vowel]	0.312	0.000	32.000	73.000	0.172	0.130	[balloon]	0.342	[orange]	[vowel]	0.312	0.000	32.000	73.000	1.000	31.000	0.000
i087_2_a__NA_balloon	i087_2_a__NA_balloon	(#\d{1,3}) 2 10871	eeg_3	eeg_3_b	87	30870	10871	10	a	NA	balloon	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line. The girl started to cry when she didn't get a balloon from the clerk.	i087_2_a_	norm_4	The store ran out of helium right as Mrs. Jones and her daughter reached the front of the line. The girl started to cry when she didn't get a	0.806	0.000	0.968	0.000	1.000	0.968	0.968	0.968	0.968	0.674	0.794	[balloon]	0.882	[balloon]	[consonant]	0.968	0.000	31.000	34.000	0.674	0.794	[balloon]	0.882	[balloon]	[consonant]	0.968	0.000	31.000	34.000	1.000	31.000	0.000
i088_2_a__NA_form	i088_2_a__NA_form	(#\d{1,3}) 2 10881	eeg_3	eeg_3_a	88	30880	10881	13	a	NA	form	Will was hoping to get a summer job working at a fast food restaurant. When he showed up in person they asked him to fill out a form and contact number.	i088_2_a_	norm_4	Will was hoping to get a summer job working at a fast food restaurant. When he showed up in person they asked him to fill out a	0.000	0.000	0.000	0.000	0.000	0.188	0.281	0.188	0.281	0.172	0.099	[application]	0.351	[form, job]	[consonant, consonant]	0.188	0.000	32.000	57.000	0.172	0.099	[application]	0.351	[form, job]	[consonant, consonant]	0.188	0.000	32.000	57.000	1.000	0.000	31.000
i088_2_an_NA_application	i088_2_an_NA_application	(#\d{1,3}) 2 10882	eeg_3	eeg_3_b	88	30880	10882	13	an	NA	application	Will was hoping to get a summer job working at a fast food restaurant. When he showed up in person they asked him to fill out an application and contact number.	i088_2_an	norm_4	Will was hoping to get a summer job working at a fast food restaurant. When he showed up in person they asked him to fill out an	1.000	0.000	1.000	0.000	1.000	0.935	0.935	0.935	0.935	0.607	0.742	[application]	0.829	[application]	[vowel]	0.935	0.000	31.000	35.000	0.607	0.742	[application]	0.829	[application]	[vowel]	0.935	0.000	31.000	35.000	1.000	0.000	31.000
i089_2_a__NA_novice	i089_2_a__NA_novice	(#\d{1,3}) 2 10891	eeg_3	eeg_3_a	89	30890	10891	9	a	NA	novice	The professional photographer was not allowed to participate in the photo contest. The rules explicitly state that you must be a novice in order to compete.	i089_2_a_	norm_4	The professional photographer was disqualified from the photo contest. The rules explicitly state that you must be a	0.065	0.000	0.000	0.000	0.000	0.125	0.125	0.125	0.125	0.064	0.104	[student]	0.148	[student]	[consonant]	0.219	0.000	32.000	61.000	0.064	0.104	[student]	0.148	[student]	[consonant]	0.219	0.000	32.000	61.000	1.000	6.000	25.000
i089_2_an_NA_amateur	i089_2_an_NA_amateur	(#\d{1,3}) 2 10892	eeg_3	eeg_3_b	89	30890	10892	9	an	NA	amateur	The professional photographer was not allowed to participate in the photo contest. The rules explicitly state that you must be an amateur in order to compete.	i089_2_an	norm_4	The professional photographer was disqualified from the photo contest. The rules explicitly state that you must be an	0.742	0.000	0.742	0.000	0.742	0.774	0.774	0.774	0.774	0.461	0.506	[amateur]	0.706	[amateur]	[vowel]	0.774	0.000	31.000	34.000	0.461	0.506	[amateur]	0.706	[amateur]	[vowel]	0.774	0.000	31.000	34.000	1.000	6.000	25.000
i090_2_an_NA_upperclassman	i090_2_an_NA_upperclassman	(#\d{1,3}) 2 10902	eeg_3	eeg_3_a	90	30900	10902	6	an	NA	upperclassman	This year Julie is a sophomore in high school. Next year she will be an upperclassman if she passes.	i090_2_an	norm_4	This year Julie is a sophomore in high school. Next year she will be an	0.000	0.000	0.000	0.000	0.000	0.323	0.323	0.323	0.323	0.137	0.174	[junior, upperclassman]	0.196	[upperclassman]	[vowel]	0.323	1.000	31.000	51.000	0.131	0.161	[junior, upperclassman]	0.196	[upperclassman]	[vowel]	0.323	1.000	31.000	51.000	1.000	31.000	0.000
i090_2_a__NA_senior	i090_2_a__NA_senior	(#\d{1,3}) 2 10901	eeg_3	eeg_3_b	90	30900	10901	6	a	NA	senior	This year Julie is a sophomore in high school. Next year she will be a senior if she passes.	i090_2_a_	norm_4	This year Julie is a sophomore in high school. Next year she will be a	1.000	0.000	0.000	0.000	0.000	0.032	0.032	0.032	0.032	0.794	0.794	[junior]	0.968	[junior]	[consonant]	0.968	0.000	31.000	31.000	0.794	0.794	[junior]	0.968	[junior]	[consonant]	0.968	0.000	31.000	31.000	1.000	31.000	0.000
i091_2_a__NA_secretary	i091_2_a__NA_secretary	(#\d{1,3}) 2 10911	eeg_3	eeg_3_a	91	30910	10911	8	a	NA	secretary	The workload had gotten to be too much for one person to handle. Stacy was going to have to hire a secretary very soon.	i091_2_a_	norm_4	The workload had gotten to be too much for one person to handle. Stacy was going to have to hire a	0.065	0.000	0.032	0.000	0.032	0.125	0.125	0.125	0.125	0.064	0.052	[assistant]	0.179	[helper, new, secretary]	[consonant, consonant, consonant]	0.125	0.000	32.000	56.000	0.064	0.052	[assistant]	0.179	[helper, new, secretary]	[consonant, consonant, consonant]	0.125	0.000	32.000	56.000	1.000	11.000	20.000
i091_2_an_NA_assistant	i091_2_an_NA_assistant	(#\d{1,3}) 2 10912	eeg_3	eeg_3_b	91	30910	10912	8	an	NA	assistant	The workload had gotten to be too much for one person to handle. Stacy was going to have to hire an assistant very soon.	i091_2_an	norm_4	The workload had gotten to be too much for one person to handle. Stacy was going to have to hire an	0.613	0.000	0.613	0.000	0.613	0.806	0.806	0.806	0.806	0.457	0.569	[assistant]	0.694	[assistant]	[vowel]	0.806	0.000	31.000	36.000	0.457	0.569	[assistant]	0.694	[assistant]	[vowel]	0.806	0.000	31.000	36.000	1.000	11.000	20.000
i092_2_an_NA_infant	i092_2_an_NA_infant	(#\d{1,3}) 2 10922	eeg_3	eeg_3_a	92	30920	10922	6	an	NA	infant	Ashley had just had her twelfth birthday and insisted that she was almost a teenager. However she still acted like an infant most of the time.	i092_2_an	norm_4	Ashley had just had her twelfth birthday and insisted that she was almost a teenager. However she still acted like an	0.000	0.000	0.000	0.000	0.000	0.194	0.194	0.194	0.194	0.134	0.179	[child, immature]	0.196	[immature]	[vowel]	0.355	1.000	31.000	56.000	0.134	0.179	[child, immature]	0.196	[immature]	[vowel]	0.355	1.000	31.000	56.000	1.000	31.000	0.000
i092_2_a__NA_child	i092_2_a__NA_child	(#\d{1,3}) 2 10921	eeg_3	eeg_3_b	92	30920	10921	6	a	NA	child	Ashley had just had her twelfth birthday and insisted that she was almost a teenager. However she still acted like a child most of the time.	i092_2_a_	norm_4	Ashley had just had her twelfth birthday and insisted that she was almost a teenager. However she still acted like a	1.000	0.000	0.839	0.000	0.839	0.645	0.645	0.645	0.645	0.344	0.385	[child]	0.571	[child]	[consonant]	0.645	0.000	31.000	35.000	0.344	0.385	[child]	0.571	[child]	[consonant]	0.645	0.000	31.000	35.000	1.000	31.000	0.000
i093_2_a__NA_lie	i093_2_a__NA_lie	(#\d{1,3}) 2 10931	eeg_3	eeg_3_a	93	30930	10931	8	a	NA	lie	Amelia did not want to go to the bar with her friends after seeing the movie. To avoid going out she made up a lie as a cover.	i093_2_a_	norm_4	Amelia did not want to go to the bar with her friends after seeing the movie. To avoid going out she made up a	0.194	0.000	0.161	0.000	0.161	0.258	0.290	0.258	0.290	0.174	0.131	[excuse]	0.304	[lie]	[consonant]	0.258	1.000	31.000	56.000	0.174	0.131	[excuse]	0.304	[lie]	[consonant]	0.258	1.000	31.000	56.000	1.000	6.000	25.000
i093_2_an_NA_excuse	i093_2_an_NA_excuse	(#\d{1,3}) 2 10932	eeg_3	eeg_3_b	93	30930	10932	8	an	NA	excuse	Amelia did not want to go to the bar with her friends after seeing the movie. To avoid going out she made up an excuse as a cover.	i093_2_an	norm_4	Amelia did not want to go to the bar with her friends after seeing the movie. To avoid going out she made up an	0.806	0.000	0.806	0.000	0.806	0.967	0.967	0.967	0.967	0.789	0.789	[excuse]	0.967	[excuse]	[vowel]	0.967	1.000	30.000	30.000	0.789	0.789	[excuse]	0.967	[excuse]	[vowel]	0.967	1.000	30.000	30.000	1.000	6.000	25.000
i094_2_an_NA_adventure	i094_2_an_NA_adventure	(#\d{1,3}) 2 10942	eeg_3	eeg_3_a	94	30940	10942	9	an	NA	adventure	Little Gloria had a ritual before going to sleep. She always asked her mother to read her an adventure from the library.	i094_2_an	norm_4	Little Gloria had a ritual before going to sleep. She always asked her mother to read her an	0.000	0.000	0.000	0.000	0.000	0.033	0.033	0.033	0.033	0.129	0.105	[story]	0.258	[interesting]	[vowel]	0.233	2.000	30.000	66.000	0.129	0.105	[story]	0.258	[interesting]	[vowel]	0.233	2.000	30.000	66.000	1.000	31.000	0.000
i094_2_a__NA_story	i094_2_a__NA_story	(#\d{1,3}) 2 10941	eeg_3	eeg_3_b	94	30940	10941	9	a	NA	story	Little Gloria had a ritual before going to sleep. She always asked her mother to read her a story from the library.	i094_2_a_	norm_4	Little Gloria had a ritual before going to sleep. She always asked her mother to read her a	1.000	0.000	0.871	0.000	0.871	0.516	0.871	0.516	0.871	0.067	0.114	[story]	0.643	[story]	[consonant]	0.516	0.000	31.000	42.000	0.067	0.114	[story]	0.643	[story]	[consonant]	0.516	0.000	31.000	42.000	1.000	31.000	0.000
i095_2_a__NA_cover	i095_2_a__NA_cover	(#\d{1,3}) 2 10951	eeg_3	eeg_3_a	95	30950	10951	12	a	NA	cover	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a cover that evening.	i095_2_a_	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have a	0.129	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.204	0.130	[alibi]	0.385	[good]	[consonant]	0.258	1.000	31.000	65.000	0.204	0.130	[alibi]	0.385	[good]	[consonant]	0.258	1.000	31.000	65.000	1.000	5.000	26.000
i095_2_an_NA_alibi	i095_2_an_NA_alibi	(#\d{1,3}) 2 10952	eeg_3	eeg_3_b	95	30950	10952	12	an	NA	alibi	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an alibi that evening.	i095_2_an	norm_4	When the police asked Tony where he was on the night of the murder he knew he was in trouble. He had been home by himself and thus did not have an	0.806	0.000	0.806	0.000	0.806	0.774	0.774	0.774	0.774	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	0.484	0.485	[alibi]	0.750	[alibi]	[vowel]	0.774	0.000	31.000	32.000	1.000	5.000	26.000
i096_2_an_NA_anecdote	i096_2_an_NA_anecdote	(#\d{1,3}) 2 10962	eeg_3	eeg_3_a	96	30960	10962	12	an	NA	anecdote	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an anecdote to his peers.	i096_2_an	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell an	0.000	0.000	0.000	0.000	0.000	0.031	0.031	0.031	0.031	0.163	0.051	[joke]	0.408	[amusing, appropriate]	[vowel, vowel]	0.125	0.000	32.000	71.000	0.163	0.051	[joke]	0.408	[amusing, appropriate]	[vowel, vowel]	0.125	0.000	32.000	71.000	1.000	31.000	0.000
i096_2_a__NA_joke	i096_2_a__NA_joke	(#\d{1,3}) 2 10961	eeg_3	eeg_3_b	96	30960	10961	12	a	NA	joke	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a joke to his peers.	i096_2_a_	norm_4	Frank considered himself quite a comedian. But it was obvious that he didn't know how to tell a	0.839	0.000	0.871	0.129	1.000	0.968	1.000	0.968	1.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	0.748	0.794	[joke]	0.969	[joke]	[consonant]	0.968	0.000	31.000	32.000	1.000	31.000	0.000
i097_2_a__NA_turnip	i097_2_a__NA_turnip	(#\d{1,3}) 2 10971	eeg_3	eeg_3_a	97	30970	10971	9	a	NA	turnip	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a turnip with his knife.	i097_2_a_	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.201	0.058	[onion]	0.460	[red]	[consonant]	0.161	1.000	31.000	63.000	0.190	0.058	[onion]	0.429	[red]	[consonant]	0.161	1.000	31.000	63.000	1.000	4.000	27.000
i097_2_an_NA_onion	i097_2_an_NA_onion	(#\d{1,3}) 2 10972	eeg_3	eeg_3_b	97	30970	10972	9	an	NA	onion	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an onion with his knife.	i097_2_an	norm_4	Marie was surprised to see her brother's eyes tearing up as he prepared the vegetables for the salad. But then she noticed he had just sliced an	0.710	0.032	0.774	0.129	0.871	0.968	0.968	0.968	0.968	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	0.794	0.794	[onion]	0.968	[onion]	[vowel]	0.968	0.000	31.000	31.000	1.000	4.000	27.000
i098_2_an_NA_ounce	i098_2_an_NA_ounce	(#\d{1,3}) 2 10982	eeg_3	eeg_3_a	98	30980	10982	11	an	NA	ounce	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an ounce at all.	i098_2_an	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted an	0.000	0.000	0.000	0.000	0.000	0.226	0.226	0.226	0.226	0.089	0.133	[finger]	0.167	[arm, ounce]	[vowel, vowel]	0.226	1.000	31.000	48.000	0.089	0.133	[finger]	0.167	[arm, ounce]	[vowel, vowel]	0.226	1.000	31.000	48.000	1.000	30.000	1.000
i098_2_a__NA_thing	i098_2_a__NA_thing	(#\d{1,3}) 2 10981	eeg_3	eeg_3_b	98	30980	10981	11	a	NA	thing	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a thing at all.	i098_2_a_	norm_4	Victoria was lazy and thought she was above doing menial labor. While everyone else had worked all day she hadn't lifted a	0.968	0.000	0.129	0.000	0.129	0.065	0.065	0.065	0.065	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	0.626	0.626	[finger]	0.871	[finger]	[consonant]	0.871	0.000	31.000	31.000	1.000	30.000	1.000
i099_2_a__NA_computer	i099_2_a__NA_computer	(#\d{1,3}) 2 10991	eeg_3	eeg_3_a	99	30990	10991	10	a	NA	computer	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a computer as a reference.	i099_2_a_	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used a	0.032	0.000	0.000	0.000	0.000	0.125	0.125	0.125	0.125	0.081	0.038	[encyclopedia]	0.288	[computer]	[consonant]	0.125	0.000	32.000	66.000	0.079	0.033	[encyclopedia]	0.288	[computer]	[consonant]	0.125	0.000	32.000	66.000	1.000	1.000	30.000
i099_2_an_NA_almanac	i099_2_an_NA_almanac	(#\d{1,3}) 2 10992	eeg_3	eeg_3_b	99	30990	10992	10	an	NA	almanac	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an almanac as a reference.	i099_2_an	norm_4	For looking up word definitions and spellings Jeff used a dictionary. For dates, historical details, and factual knowledge he used an	0.903	0.000	0.129	0.000	0.129	0.065	0.065	0.065	0.065	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	0.634	0.655	[encyclopedia]	0.875	[encyclopedia]	[vowel]	0.903	0.000	31.000	32.000	1.000	1.000	30.000
i100_2_an_NA_instrument	i100_2_an_NA_instrument	(#\d{1,3}) 2 11002	eeg_3	eeg_3_a	100	31000	11002	7	an	NA	instrument	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an instrument for the custard.	i100_2_an	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use an	0.000	0.000	0.000	0.000	0.000	0.000	0.032	0.000	0.032	0.062	0.023	[fork]	0.192	[fork]	[consonant]	0.097	1.000	31.000	78.000	0.062	0.023	[fork]	0.192	[fork]	[consonant]	0.097	1.000	31.000	78.000	1.000	31.000	0.000
i100_2_a__NA_straw	i100_2_a__NA_straw	(#\d{1,3}) 2 11001	eeg_3	eeg_3_b	100	31000	11001	7	a	NA	straw	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a straw for the custard.	i100_2_a_	norm_4	For dessert, the only silverware at Tina's place setting was a spoon. She would have preferred to use a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	0.799	1.000	[fork]	0.969	[fork]	[consonant]	1.000	0.000	31.000	32.000	1.000	31.000	0.000
i101_2_a__NA_writer	i101_2_a__NA_writer	(#\d{1,3}) 2 11011	eeg_3	eeg_3_a	101	31010	11011	9	a	NA	writer	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a writer to her contemporaries.	i101_2_a_	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself a	0.290	0.000	0.258	0.000	0.258	0.600	0.633	0.600	0.633	0.245	0.304	[writer]	0.475	[writer]	[consonant]	0.600	2.000	30.000	40.000	0.245	0.304	[writer]	0.475	[writer]	[consonant]	0.600	2.000	30.000	40.000	1.000	9.000	22.000
i101_2_an_NA_author	i101_2_an_NA_author	(#\d{1,3}) 2 11012	eeg_3	eeg_3_b	101	31010	11012	9	an	NA	author	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an author to her contemporaries.	i101_2_an	norm_4	Joanne was ecstatic when the first book she had written was accepted for publication. She finally felt like she could call herself an	0.710	0.000	0.710	0.000	0.710	0.871	0.871	0.871	0.871	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	0.494	0.626	[author]	0.771	[author]	[vowel]	0.871	0.000	31.000	35.000	1.000	9.000	22.000
i102_2_an_NA_achievement	i102_2_an_NA_achievement	(#\d{1,3}) 2 11022	eeg_3	eeg_3_a	102	31020	11022	6	an	NA	achievement	Alicia's first client was a failure. However her second client was an achievement and appreciated her.	i102_2_an	norm_4	Alicia's first client was a failure. However her second client was an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.175	0.030	[success]	0.382	[immediate, incredible]	[vowel, vowel]	0.097	1.000	31.000	55.000	0.175	0.030	[success]	0.382	[immediate, incredible]	[vowel, vowel]	0.097	1.000	31.000	55.000	1.000	30.000	1.000
i102_2_a__NA_success	i102_2_a__NA_success	(#\d{1,3}) 2 11021	eeg_3	eeg_3_b	102	31020	11021	6	a	NA	success	Alicia's first client was a failure. However her second client was a success and appreciated her.	i102_2_a_	norm_4	Alicia's first client was a failure. However her second client was a	0.774	0.000	0.742	0.000	0.742	0.867	0.933	0.867	0.933	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	0.544	0.641	[success]	0.848	[success]	[consonant]	0.867	1.000	30.000	33.000	1.000	30.000	1.000
