Index	item_id	regexp	expt	list_id	stim_idx	s1_code	noun_code	noun_pos	article	adjective	noun	eeg_stim	item_id_pfx	expt_id	stim	orth_article_initial_cloze	orth_NA_noun_initial_cloze	orth_NA_noun_anywhere_cloze	lemma_NA_noun_initial_cloze	lemma_NA_noun_anywhere_cloze	orth_ART_noun_initial_cloze	orth_ART_noun_anywhere_cloze	lemma_ART_noun_initial_cloze	lemma_ART_noun_anywhere_cloze	lemma_context_anywhere_info	lemma_context_initial_info	lemma_modal_anywhere	lemma_modal_anywhere_cloze	lemma_modal_initial	lemma_modal_initial_character_classes	lemma_modal_initial_cloze	lemma_n_NAs	lemma_n_responses	lemma_n_strings	orth_context_anywhere_info	orth_context_initial_info	orth_modal_anywhere	orth_modal_anywhere_cloze	orth_modal_initial	orth_modal_initial_character_classes	orth_modal_initial_cloze	orth_n_NAs	orth_n_responses	orth_n_strings	topic_n_NA	topic_n_consonants	topic_n_vowels
i036_2_a__NA_murder	i036_2_a__NA_murder	(#\d{1,3}) 2 10362	eeg_2	eeg_2_a	36	30360	10362	7	a	NA	murder	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed a murder in the park.	i036_2_a_	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed a	0.613	0.065	0.613	0.065	0.613	0.645	0.677	0.645	0.677	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	1.000	31.000	0.000
i036_2_an_NA_outlet	i036_2_an_NA_outlet	(#\d{1,3}) 2 10363	eeg_2	eeg_2_b	36	30360	10363	7	an	NA	outlet	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed an outlet in the park.	i036_2_an	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.088	0.034	[murder]	0.226	[act]	[vowel]	0.133	1.000	30.000	62.000	0.088	0.034	[murder]	0.226	[act]	[vowel]	0.133	1.000	30.000	62.000	1.000	31.000	0.000
i036_2_a__NA_parade	i036_2_a__NA_parade	(#\d{1,3}) 2 10366	eeg_2	eeg_2_c	36	30360	10366	7	a	NA	parade	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed a parade in the park.	i036_2_a_	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed a	0.613	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	0.320	0.322	[murder]	0.583	[murder]	[consonant]	0.645	1.000	31.000	36.000	1.000	31.000	0.000
i036_2_an_atrocious_murder	i036_2_an_atrocious_murder	(#\d{1,3}) 1 \d{1,3} 2 10367	eeg_2	eeg_2_d	36	30360	10367	8	an	atrocious	murder	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed an atrocious murder in the park.	i036_2_an	norm_4	The chalk outline of the body traced by the police still remained on the sidewalk. The night before someone had committed an	0.000	0.065	0.613	0.065	0.613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i037_2_a__sordid_affair	i037_2_a__sordid_affair	(#\d{1,3}) 1 \d{1,3} 2 10378	eeg_2	eeg_2_a	37	30370	10378	10	a	sordid	affair	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a sordid affair with his secretary.	i037_2_a_	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a	0.000	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i037_2_an_NA_affair	i037_2_an_NA_affair	(#\d{1,3}) 2 10371	eeg_2	eeg_2_b	37	30370	10371	9	an	NA	affair	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an affair with his secretary.	i037_2_an	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an	1.000	0.000	1.000	0.000	1.000	1.000	1.000	1.000	1.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	0.000	31.000
i037_2_a__NA_fight	i037_2_a__NA_fight	(#\d{1,3}) 2 10374	eeg_2	eeg_2_c	37	30370	10374	9	a	NA	fight	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a fight with his secretary.	i037_2_a_	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.158	0.083	[affair]	0.277	[secret]	[consonant]	0.233	1.000	30.000	65.000	0.158	0.083	[affair]	0.277	[secret]	[consonant]	0.233	1.000	30.000	65.000	1.000	0.000	31.000
i037_2_an_NA_American	i037_2_an_NA_American	(#\d{1,3}) 2 10375	eeg_2	eeg_2_d	37	30370	10375	9	an	NA	American	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an American with his secretary.	i037_2_an	norm_4	Joanne's husband told her he was staying late at the office every night. She began to suspect that he was having an	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	1.000	[affair]	1.000	[affair]	[vowel]	1.000	0.000	32.000	32.000	1.000	0.000	31.000
i038_2_an_idiotic_fight	i038_2_an_idiotic_fight	(#\d{1,3}) 1 \d{1,3} 2 10387	eeg_2	eeg_2_a	38	30380	10387	9	an	idiotic	fight	Josh went to the bar and had too much to drink. He became belligerent and tried to start an idiotic fight with someone.	i038_2_an	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start an	0.000	0.000	0.839	0.000	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i038_2_a__NA_fight	i038_2_a__NA_fight	(#\d{1,3}) 2 10382	eeg_2	eeg_2_b	38	30380	10382	8	a	NA	fight	Josh went to the bar and had too much to drink. He became belligerent and tried to start a fight with someone.	i038_2_a_	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start a	0.839	0.000	0.839	0.000	0.839	0.938	0.938	0.938	0.938	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	1.000	31.000	0.000
i038_2_an_NA_affair	i038_2_an_NA_affair	(#\d{1,3}) 2 10383	eeg_2	eeg_2_c	38	30380	10383	8	an	NA	affair	Josh went to the bar and had too much to drink. He became belligerent and tried to start an affair with someone.	i038_2_an	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.141	0.237	[argument]	0.269	[argument]	[vowel]	0.467	1.000	30.000	52.000	0.141	0.237	[argument]	0.269	[argument]	[vowel]	0.467	1.000	30.000	52.000	1.000	31.000	0.000
i038_2_a__NA_song	i038_2_a__NA_song	(#\d{1,3}) 2 10386	eeg_2	eeg_2_d	38	30380	10386	8	a	NA	song	Josh went to the bar and had too much to drink. He became belligerent and tried to start a song with someone.	i038_2_a_	norm_4	Josh went to the bar and had too much to drink. He became belligerent and tried to start a	0.839	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	0.643	0.748	[fight]	0.857	[fight]	[consonant]	0.938	0.000	32.000	35.000	1.000	31.000	0.000
i039_2_a__qualified_American	i039_2_a__qualified_American	(#\d{1,3}) 1 \d{1,3} 2 10398	eeg_2	eeg_2_a	39	30390	10398	13	a	qualified	American	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a qualified American amongst them.	i039_2_a_	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a	0.167	0.000	0.333	0.000	0.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i039_2_an_NA_American	i039_2_an_NA_American	(#\d{1,3}) 2 10391	eeg_2	eeg_2_b	39	30390	10391	12	an	NA	American	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an American amongst them.	i039_2_an	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an	0.433	0.000	0.333	0.000	0.000	0.290	0.290	0.000	0.000	0.073	0.125	[american]	0.167	[american]	[vowel]	0.290	1.000	31.000	54.000	0.069	0.117	[American]	0.167	[American]	[vowel]	0.290	1.000	31.000	54.000	2.000	26.000	4.000
i039_2_a__NA_song	i039_2_a__NA_song	(#\d{1,3}) 2 10394	eeg_2	eeg_2_c	39	30390	10394	12	a	NA	song	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a song amongst them.	i039_2_a_	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have a	0.167	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.037	0.034	[america, from, representative]	0.067	[representative]	[consonant]	0.133	1.000	30.000	60.000	0.036	0.033	[America, from, representative]	0.067	[representative]	[consonant]	0.133	1.000	30.000	60.000	2.000	26.000	4.000
i039_2_an_NA_affair	i039_2_an_NA_affair	(#\d{1,3}) 2 10395	eeg_2	eeg_2_d	39	30390	10395	12	an	NA	affair	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an affair amongst them.	i039_2_an	norm_4	The international team was comprised of a German, a Swiss and a Frenchman. The U.S. was not represented since the team did not have an	0.433	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.073	0.125	[american]	0.167	[american]	[vowel]	0.290	1.000	31.000	54.000	0.069	0.117	[American]	0.167	[American]	[vowel]	0.290	1.000	31.000	54.000	2.000	26.000	4.000
i040_2_an_entertaining_song	i040_2_an_entertaining_song	(#\d{1,3}) 1 \d{1,3} 2 10407	eeg_2	eeg_2_a	40	30400	10407	11	an	entertaining	song	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written an entertaining song for his friends.	i040_2_an	norm_4	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written an	0.000	0.000	0.839	0.000	0.839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i040_2_a__NA_song	i040_2_a__NA_song	(#\d{1,3}) 2 10402	eeg_2	eeg_2_b	40	30400	10402	10	a	NA	song	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a song for his friends.	i040_2_a_	norm_4	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a	1.000	0.000	0.839	0.000	0.839	0.781	0.812	0.781	0.812	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	1.000	31.000	0.000
i040_2_an_NA_American	i040_2_an_NA_American	(#\d{1,3}) 2 10403	eeg_2	eeg_2_c	40	30400	10403	10	an	NA	American	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written an American for his friends.	i040_2_an	norm_4	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.072	0.037	[song]	0.175	[interesting, ode, original]	[vowel, vowel, vowel]	0.100	1.000	30.000	63.000	0.072	0.037	[song]	0.175	[interesting, ode, original]	[vowel, vowel, vowel]	0.100	1.000	30.000	63.000	1.000	31.000	0.000
i040_2_a__NA_fight	i040_2_a__NA_fight	(#\d{1,3}) 2 10406	eeg_2	eeg_2_d	40	30400	10406	10	a	NA	fight	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a fight for his friends.	i040_2_a_	norm_4	At the party Dave announced that he didn't really consider himself a musician. But in honor of the occasion he had written a	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	0.454	0.534	[song]	0.722	[song]	[consonant]	0.781	0.000	32.000	36.000	1.000	31.000	0.000
i041_2_an_NA_exception	i041_2_an_NA_exception	(#\d{1,3}) 2 10415	eeg_2	eeg_2_a	41	30410	10415	9	an	NA	exception	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive an exception to spend.	i041_2_an	norm_4	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive an	0.935	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.643	0.748	[allowance]	0.857	[allowance]	[vowel]	0.938	0.000	32.000	35.000	0.643	0.748	[allowance]	0.857	[allowance]	[vowel]	0.938	0.000	32.000	35.000	1.000	2.000	29.000
i041_2_a__small_allowance	i041_2_a__small_allowance	(#\d{1,3}) 1 \d{1,3} 2 10418	eeg_2	eeg_2_b	41	30410	10418	10	a	small	allowance	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive a small allowance to spend.	i041_2_a_	norm_4	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive a	0.065	0.000	1.000	0.000	1.000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i041_2_an_NA_allowance	i041_2_an_NA_allowance	(#\d{1,3}) 2 10411	eeg_2	eeg_2_c	41	30410	10411	9	an	NA	allowance	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive an allowance to spend.	i041_2_an	norm_4	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive an	0.935	0.000	1.000	0.000	1.000	0.938	0.938	0.938	0.938	0.643	0.748	[allowance]	0.857	[allowance]	[vowel]	0.938	0.000	32.000	35.000	0.643	0.748	[allowance]	0.857	[allowance]	[vowel]	0.938	0.000	32.000	35.000	1.000	2.000	29.000
i041_2_a__NA_dollar	i041_2_a__NA_dollar	(#\d{1,3}) 2 10414	eeg_2	eeg_2_d	41	30410	10414	9	a	NA	dollar	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive a dollar to spend.	i041_2_a_	norm_4	Instead of giving Rachel money all the time, her father wanted to teach her a lesson about economics. He decided that every week she should receive a	0.065	0.000	0.000	0.000	0.000	0.000	0.065	0.000	0.065	0.149	0.151	[allowance]	0.267	[small]	[consonant]	0.355	0.000	31.000	75.000	0.149	0.151	[allowance]	0.267	[small]	[consonant]	0.355	0.000	31.000	75.000	1.000	2.000	29.000
i042_2_a__NA_hug	i042_2_a__NA_hug	(#\d{1,3}) 2 10426	eeg_2	eeg_2_a	42	30420	10426	7	a	NA	hug	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him a hug for helping her.	i042_2_a_	norm_4	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him a	0.677	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.742	0.742	[dollar]	0.935	[dollar]	[consonant]	0.935	1.000	31.000	31.000	0.742	0.742	[dollar]	0.935	[dollar]	[consonant]	0.935	1.000	31.000	31.000	1.000	31.000	0.000
i042_2_an_insufficient_dollar	i042_2_an_insufficient_dollar	(#\d{1,3}) 1 \d{1,3} 2 10427	eeg_2	eeg_2_b	42	30420	10427	8	an	insufficient	dollar	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him an insufficient dollar for helping her.	i042_2_an	norm_4	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him an	0.000	0.000	0.742	0.000	0.871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i042_2_a__NA_dollar	i042_2_a__NA_dollar	(#\d{1,3}) 2 10422	eeg_2	eeg_2_c	42	30420	10422	7	a	NA	dollar	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him a dollar for helping her.	i042_2_a_	norm_4	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him a	0.677	0.000	0.742	0.000	0.871	0.935	0.935	0.935	0.935	0.742	0.742	[dollar]	0.935	[dollar]	[consonant]	0.935	1.000	31.000	31.000	0.742	0.742	[dollar]	0.935	[dollar]	[consonant]	0.935	1.000	31.000	31.000	1.000	31.000	0.000
i042_2_an_NA_allowance	i042_2_an_NA_allowance	(#\d{1,3}) 2 10423	eeg_2	eeg_2_d	42	30420	10423	7	an	NA	allowance	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him an allowance for helping her.	i042_2_an	norm_4	After mowing his neighbor's lawn, Patrick complained that the only place he could afford was the 99-cent store. The neighbor had only paid him an	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.027	[of]	0.101	[hour]	[consonant]	0.133	1.000	30.000	89.000	0.040	0.010	[of]	0.101	[absurd, hour, hours]	[vowel, consonant, consonant]	0.067	1.000	30.000	89.000	1.000	31.000	0.000
i043_2_an_NA_allowance	i043_2_an_NA_allowance	(#\d{1,3}) 2 10435	eeg_2	eeg_2_a	43	30430	10435	7	an	NA	allowance	Almost everyone in the group abided by the rule. But for every rule there is an allowance under certain circumstances.	i043_2_an	norm_4	Almost everyone in the group abided by the rule. But for every rule there is an	0.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.304	0.441	[exception]	0.524	[exception]	[vowel]	0.688	0.000	32.000	42.000	0.304	0.441	[exception]	0.524	[exception]	[vowel]	0.688	0.000	32.000	42.000	1.000	14.000	17.000
i043_2_a__clear_exception	i043_2_a__clear_exception	(#\d{1,3}) 1 \d{1,3} 2 10438	eeg_2	eeg_2_b	43	30430	10438	8	a	clear	exception	Almost everyone in the group abided by the rule. But for every rule there is a clear exception under certain circumstances.	i043_2_a_	norm_4	Almost everyone in the group abided by the rule. But for every rule there is a	0.452	0.000	0.548	0.000	0.548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
i043_2_an_NA_exception	i043_2_an_NA_exception	(#\d{1,3}) 2 10431	eeg_2	eeg_2_c	43	30430	10431	7	an	NA	exception	Almost everyone in the group abided by the rule. But for every rule there is an exception under certain circumstances.	i043_2_an	norm_4	Almost everyone in the group abided by the rule. But for every rule there is an	0.548	0.000	0.548	0.000	0.548	0.688	0.688	0.688	0.688	0.304	0.441	[exception]	0.524	[exception]	[vowel]	0.688	0.000	32.000	42.000	0.304	0.441	[exception]	0.524	[exception]	[vowel]	0.688	0.000	32.000	42.000	1.000	14.000	17.000
i043_2_a__NA_hug	i043_2_a__NA_hug	(#\d{1,3}) 2 10434	eeg_2	eeg_2_d	43	30430	10434	7	a	NA	hug	Almost everyone in the group abided by the rule. But for every rule there is a hug under certain circumstances.	i043_2_a_	norm_4	Almost everyone in the group abided by the rule. But for every rule there is a	0.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.083	0.136	[consequence]	0.132	[consequence]	[consonant]	0.290	0.000	31.000	68.000	0.085	0.136	[consequence]	0.132	[consequence]	[consonant]	0.290	0.000	31.000	68.000	1.000	14.000	17.000
