item_id	expt	scn_dir	list	list_id	scn_f	stim_idx	trial	s1_code	noun_code	noun_pos	article	adjective	noun	s1	rsvp
i020_1_an_NA_education	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	20	29	NA	10203	16	an	NA	education	NA	James is an avid reader, so for his birthday his sister decided to give him an education about Africa.
i021_1_an_NA_election	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	21	10	NA	10211	17	an	NA	election	NA	When the representative retired in the middle of his term, the state was forced to hold an election in his district.
i022_1_a__NA_parade	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	22	18	NA	10222	12	a	NA	parade	NA	Without the floats and the marching bands it wasn't much of a parade this year.
i023_1_a__NA_fight	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	23	36	NA	10234	20	a	NA	fight	NA	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight with someone at work.
i024_1_an_NA_affair	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	24	38	NA	10243	16	an	NA	affair	NA	Whenever Josh had too much to drink, he became belligerent and would try to start an affair with someone in the bar.
i025_1_an_NA_allowance	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	25	29	NA	10251	30	an	NA	allowance	NA	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance to spend as she wished.
i026_1_a__NA_dollar	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	26	25	NA	10262	19	a	NA	dollar	NA	Andrew complained that the only place he could afford was the 99-cent store, after his grandmother gave him a dollar for helping her.
i029_1_an_NA_emergency	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	29	26	NA	10291	24	an	NA	emergency	NA	When she was filled out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency while she was at work.
i030_1_a__NA_fire	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	30	17	NA	10302	18	a	NA	fire	NA	Harris saw smoke billowing out of his neighbors' home and immediately got on the phone to report a fire at their address.
i031_1_a__NA_hanger	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	31	35	NA	10314	23	a	NA	hanger	NA	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger one of these days.
i032_1_an_NA_iron	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	32	24	NA	10323	15	an	NA	iron	NA	I wanted to put my coat in the closet but I could not find an iron anywhere.
i033_1_a__NA_race	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	33	5	NA	10334	16	a	NA	race	NA	No matter how safely you drive your car, chances are someday you'll be involved in a race with another vehicle.
i034_1_an_NA_accident	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	34	24	NA	10343	23	an	NA	accident	NA	When we saw the finish line and the pylons sectioning off part of the road, we knew that there must have been an accident earlier that day.
i035_1_an_NA_apartment	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	35	12	NA	10351	17	an	NA	apartment	NA	Margot had finally decided to buy a house in the suburbs, after a year of renting an apartment in the city.
i036_1_a__NA_studio	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	36	26	NA	10362	19	a	NA	studio	NA	Instead of recording a live album, the band decided they would have more control if they recorded in a studio without a lot of background noise.
i037_1_an_NA_invitation	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	37	14	NA	10371	16	an	NA	invitation	NA	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation from him.
i038_1_a__NA_message	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	38	19	NA	10382	17	a	NA	message	NA	When I called his house Nolan was not home, but his mother said she could relay a message to him.
i039_1_a__NA_bicycle	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	39	34	NA	10394	14	a	NA	bicycle	NA	The highlight of Jack's trip to India was when he got to ride a bicycle in the parade.
i040_1_an_NA_elephant	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	40	27	NA	10403	7	an	NA	elephant	NA	You never forget how to ride an elephant once you've learned.
i041_1_an_NA_umbrella	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	41	23	NA	10411	14	an	NA	umbrella	NA	Because it frequently rains in London, it's a good idea to always carry an umbrella with you.
i042_1_a__NA_newspaper	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	42	33	NA	10422	24	a	NA	newspaper	NA	As he walked past the corner drugstore on his way to work, Carl skimmed the headlines and decided to go ahead and buy a newspaper when he saw what the forecast was.
i043_1_a__NA_plumber	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	43	20	NA	10434	14	a	NA	plumber	NA	Frank wanted to design a very modern house so he sought advice from a plumber to select the fixtures.
i044_1_an_NA_architect	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	44	5	NA	10443	15	an	NA	architect	NA	When the pipe broke in the bathroom, Felicia looked through the phonebook to find an architect who could come take a look at the job.
i045_1_an_NA_infection	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	45	43	NA	10451	13	an	NA	infection	NA	Because Bart did not clean his wound properly, he ended up getting an infection on his leg.
i046_1_a__NA_tattoo	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	46	21	NA	10462	20	a	NA	tattoo	NA	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo the previous night.
i047_1_a__NA_parent	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	47	13	NA	10474	16	a	NA	parent	NA	In order to get into an R-rated movie, children under 17 must be accompanied by a parent or legal guardian.
i048_1_an_NA_adult	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	48	15	NA	10483	16	an	NA	adult	NA	Older children often have a harder time than younger children dealing with the loss of an adult who has cared for them.
i049_1_a__NA_stamp	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	49	39	NA	10492	6	a	NA	stamp	NA	Jeffrey mailed the letter without a stamp, so the post office would not deliver it.
i050_1_an_NA_envelope	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	50	11	NA	10501	21	an	NA	envelope	NA	When Wendy went to pay for the birthday card, the clerk pointed out that she had forgotten to pick up an envelope along with it.
i051_1_a__NA_beginner	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	51	2	NA	10514	19	a	NA	beginner	NA	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner in order to compete.
i052_1_an_NA_amateur	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	52	30	NA	10523	17	an	NA	amateur	NA	There are always ways to improve your game, whether you're an advanced tennis player or merely an amateur starting out.
i053_1_an_NA_excuse	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	53	22	NA	10531	21	an	NA	excuse	NA	Amelia did not want to go to the bar with her friends after seeing the movie, so she made up an excuse for why she needed to go home early.
i054_1_a__NA_story	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	54	6	NA	10542	11	a	NA	story	NA	Before little Gloria went to sleep, she wanted to hear a story from her mother.
i055_1_a__NA_finger	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	55	40	NA	10554	24	a	NA	finger	NA	At first Victoria did not know why her brother was crying over the sink, but then she noticed that he had just sliced a finger with his knife.
i056_1_an_NA_onion	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	56	1	NA	10563	15	an	NA	onion	NA	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion into the pot.
i057_1_an_NA_author	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	57	8	NA	10571	15	an	NA	author	NA	After Joanne's first book was published, she finally felt like she could call herself an author in front of her peers.
i058_1_a__NA_success	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	58	28	NA	10582	11	a	NA	success	NA	Alicia's first client was a failure, but her second was a success and made her a lot of money.
i059_1_a__NA_director	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	59	4	NA	10594	10	a	NA	director	NA	Lance had moved to Hollywood in hopes of becoming a director, but so far he had only done a few commercials.
i060_1_an_NA_actor	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	60	12	NA	10603	17	an	NA	actor	NA	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor when he grew up.
i061_1_an_NA_audience	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	61	7	NA	10611	19	an	NA	audience	NA	Dana enjoyed singing in private, but was scared to death at the thought of performing in front of an audience at the concert.
i062_1_a__NA_crowd	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	62	11	NA	10622	13	a	NA	crowd	NA	Carrie's father had always joked that two is company but three is a crowd for him.
i065_1_an_NA_elevator	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	65	18	NA	10651	8	an	NA	elevator	NA	Damon preferred climbing stairs over riding in an elevator, because it gave him a chance get a little exercise.
i066_1_a__NA_wheelchair	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	66	19	NA	10662	28	a	NA	wheelchair	NA	The doctors would not allow Monica to walk so soon after her surgery, so the only way for her to move from place to place was in a wheelchair accompanied by a nurse.
i067_1_a__NA_city	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	67	32	NA	10674	20	a	NA	city	NA	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city or a safe place to land.
i068_1_an_NA_airport	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	68	42	NA	10683	17	an	NA	airport	NA	Hannah wanted to live in a small town, but her husband preferred to live closer to an airport because of his job.
i069_1_an_NA_offense	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	69	33	NA	10691	15	an	NA	offense	NA	Although the basketball team's defense was very strong, they did not have much of an offense since the middle of the season.
i070_1_a__NA_coach	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	70	16	NA	10702	15	a	NA	coach	NA	Ever since Mr. Barnes had moved away, Bobby's football team had been left without a coach and thus lost all their games.
i071_1_a__NA_name	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	71	9	NA	10714	13	a	NA	name	NA	The group had been brainstorming all day but they still didn't have a name for their project.
i072_1_an_NA_idea	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	72	31	NA	10723	18	an	NA	idea	NA	The guys didn't know what to call their band, so Trent told everyone to come up with an idea and they would vote.
i073_1_an_NA_island	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	73	28	NA	10731	15	an	NA	island	NA	Being from the mainland, Karen never got used to the feeling of living on an island and being so removed from everything.
i074_1_a__NA_ship	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	74	21	NA	10742	23	a	NA	ship	NA	Sandra decided that she would work for a cruise line for a year before starting college, although she had never been on a ship and did not know how to swim.
i075_1_a__NA_cat	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	75	34	NA	10754	23	a	NA	cat	NA	As Elizabeth climbed the ladder in the barn, she heard a hooting sound coming from the rafters and looked up to see a cat staring down at her.
i076_1_an_NA_owl	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	76	31	NA	10763	20	an	NA	owl	NA	Every time they went for walks, Sylvia's dog Rex would break into a run as soon as he spotted an owl, but luckily Rex couldn't climb trees.
i077_1_an_NA_ocean	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	77	41	NA	10771	25	an	NA	ocean	NA	The first time Timmy saw the Pacific, he thought it was a lake, but his brother laughed and explained to him that it was an ocean and he should be careful of the waves.
i078_1_a__NA_mirage	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	78	6	NA	10782	23	a	NA	mirage	NA	As the men stumbled across the desert, they thought they saw an oasis on the horizon, but it turned out to be a mirage so they continued walking.
i079_1_a__NA_compliment	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	79	3	NA	10794	25	a	NA	compliment	NA	The waitress at the next table was trying to scribble everything down, but it was obvious that she did not know how to take a compliment from her customers.
i080_1_an_NA_order	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	80	20	NA	10803	16	an	NA	order	NA	Marcy did not deal well with praise and had never really learned how to take an order from her superiors.
i081_1_an_NA_animal	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	81	27	NA	10811	15	an	NA	animal	NA	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal, but it seemed to have characteristics of both.
i082_1_a__NA_flower	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	82	1	NA	10822	14	a	NA	flower	NA	While Natasha was strolling through the colorful gardens, she reached down and picked a flower up off the ground.
i083_1_a__NA_liquid	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	83	3	NA	10834	20	a	NA	liquid	NA	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid that hadn't been combined.
i084_1_an_NA_element	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	84	16	NA	10843	22	an	NA	element	NA	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element that could be sculpted.
i087_1_a__NA_window	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	87	23	NA	10874	20	a	NA	window	NA	Violet was just learning how to make an omelet, so her father began by showing her how to crack a window in the kitchen.
i088_1_an_NA_egg	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	88	37	NA	10883	16	an	NA	egg	NA	Because they were playing baseball so close to the house, the children ended up shattering an egg and destroying a nest that some birds had built on the sill.
i089_1_an_NA_alien	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18a.scn	89	30	NA	10891	15	an	NA	alien	NA	Bob claims to be from outer space, but nobody believes that he is actually an alien from another planet.
i090_1_a__NA_tourist	eeg_1	eeg_1_arquant	A18	eeg_1_a	A18b.scn	90	7	NA	10902	23	a	NA	tourist	NA	With his khaki shorts, his loud Hawaiian shirt, and the camera around his neck, you could definitely tell that the man was a tourist in the country.
i001_1_an_NA_apple	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	1	6	NA	10011	19	an	NA	apple	NA	The old wives' tale says that if you want to keep the doctor away then you should eat an apple a day.
i002_1_a__NA_carrot	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	2	35	NA	10022	18	a	NA	carrot	NA	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot from the fridge.
i003_1_a__NA_lisp	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	3	30	NA	10034	12	a	NA	lisp	NA	It was difficult to understand the foreign professor because he had a lisp when he spoke.
i004_1_an_NA_accent	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	4	18	NA	10043	16	an	NA	accent	NA	Katie did not like to say words with the letter "s" because she spoke with an accent and was embarrassed.
i005_1_a__NA_check	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	5	1	NA	10054	19	a	NA	check	NA	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a check because she was still upset.
i006_1_an_NA_apology	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	6	10	NA	10063	14	an	NA	apology	NA	The bakery did not accept credit cards so Peter would have to write an apology to the owner.
i007_1_a__NA_kite	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	7	31	NA	10074	21	a	NA	kite	NA	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite that actually flew.
i008_1_an_NA_airplane	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	8	21	NA	10083	12	an	NA	airplane	NA	The day was breezy so the boys went outside to fly an airplane in the park.
i009_1_an_NA_echo	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	9	19	NA	10091	11	an	NA	echo	NA	Surrounded by mountains, Lola shouted across the valley and heard an echo in the distance.
i010_1_a__NA_bird	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	10	38	NA	10102	8	a	NA	bird	NA	The tweeting in the treetops sounded like a bird to Melissa.
i011_1_an_NA_octopus	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	11	27	NA	10111	18	an	NA	octopus	NA	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus in hiding.
i012_1_a__NA_fish	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	12	30	NA	10122	17	a	NA	fish	NA	Marge hated baiting the hook, but she knew that it was the only way to catch a fish without using a lure.
i015_1_a__NA_student	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	15	38	NA	10154	13	a	NA	student	NA	On a street corner in Paris Kim had her portrait painted by a student for three francs.
i016_1_an_NA_artist	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	16	34	NA	10163	19	an	NA	artist	NA	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist for a few more semesters.
i019_1_a__NA_book	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19b.scn	19	33	NA	10194	24	a	NA	book	NA	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book while growing up.
i020_1_an_NA_education	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	20	41	NA	10203	16	an	NA	education	NA	James is an avid reader, so for his birthday his sister decided to give him an education about Africa.
i021_1_an_NA_election	eeg_1	eeg_1_arquant	A19	eeg_1_a	A19a.scn	21	18	NA	10211	17	an	NA	election	NA	When the representative retired in the middle of his term, the state was forced to hold an election in his district.
